object_id,ra,dec,flux_HST_F435W,flux_HST_F606W,flux_HST_F814W,flux_HST_F125W,flux_HST_F160W,flux_Spitzer_I1_3.6,flux_Spitzer_I2_4.5,flux_Spitzer_M1_24,flux_Spitzer_M2_70,flux_DES_g,flux_DES_r,flux_DES_i,flux_DES_z,flux_DES_Y
52d46m11pt32141615s-21d00m33pt79612557s,52.76981150448514,-21.00938781265717,-999.0,1.8837278228047483,-999.0,-999.0,-999.0,-0.273195877590008,,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
69d17m28pt77928939s0d44m15pt0027323s,69.29132758038661,0.7375007589711621,-999.0,-999.0,-0.05275586750980468,-999.0,-999.0,-0.13251727555940304,-0.2483703216775997,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
69d17m05pt57736722s0d44m07pt40274998s,69.28488260200629,0.7353896527733936,-999.0,-999.0,42.71949668546753,-999.0,-999.0,4.133558877869768,4.793508156533164,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
69d17m43pt5804299s0d43m39pt4027042s,69.29543900830672,0.7276118622764877,-999.0,-999.0,2.814430083073832,-999.0,-999.0,0.08068959226711461,-0.010726646094654417,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
69d45m33pt88085519s5d20m43pt64429647s,69.75941134866486,5.345456749020105,-999.0,94.17580619527413,241.03985848070272,-999.0,-999.0,35.61109915536729,36.26644537088607,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
69d45m57pt18221633s5d20m24pt44445001s,69.7658839489792,5.340123458337105,-999.0,0.41794023688008153,0.9926667844666965,-999.0,-999.0,-0.9110790105747497,1.4233134728439738,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
69d45m31pt269462s5d20m46pt44426403s,69.75868596166585,5.3462345177849375,-999.0,27.891051237634024,73.04870843968413,-999.0,-999.0,14.028600295949833,16.205399592910243,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
69d45m32pt27392228s5d20m39pt24427693s,69.75896497841198,5.344234521368426,-999.0,13.61116669948911,39.0269072986541,-999.0,-999.0,7.618166232319105,7.045744664511875,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
69d45m32pt27386659s5d20m43pt64427689s,69.75896496294158,5.3454567435794,-999.0,74.37322625670427,186.49110955686706,-999.0,-999.0,27.707195205616024,30.42566748924123,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
69d45m31pt06867267s5d20m40pt04426147s,69.75863018685399,5.344456739297194,-999.0,15.152514404990729,41.31352407691107,-999.0,-999.0,9.367456694521026,8.101051411859165,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
