object_id,ra,dec,key,WFC3_F502N,WFC3_F606W,WFC3_F625W,WFC3_F656N,WFC3_F775W
61d08m20pt40057355s11d08m22pt22578941s,61.1390001593194,11.139507163725204,macs0404p11,0.15027509585093562,0.006102305567293655,0.010233386230486774,0.7598465392602992,0.014231373267849115
61d08m12pt85847736s11d08m18pt02581718s,61.13690513260126,11.138340504772234,macs0404p11,0.1697894217632783,0.009988321956691214,0.018524976666788453,1.5788555647439795,0.03559667650188755
61d08m01pt44341502s11d08m22pt22575939s,61.133734281950744,11.139507155386976,macs0404p11,-0.0020311034250657905,-0.00017063325382893956,-0.0002608634893532937,-0.0027409307843579683,-0.0002972725415953595
61d29m15pt98421158s-49d16m19pt74235927s,61.48777339210681,-49.27215065535313,macs0406m49,0.035307034143940375,0.004275710684579578,0.008553293887565361,0.8889847231664656,0.015296575083081257
72d20m32pt54167568s-28d49m36pt65181981s,72.3423726876891,-28.82684772772523,macs0449m28,-0.013225690368108448,-0.00023634798516863488,-0.00030323539092237293,-0.024995627568805984,-0.0003597343575682795
72d20m18pt38846883s-28d49m09pt05173514s,72.33844124134221,-28.819181037538637,macs0449m28,0.06882509754359406,0.005590090975489962,0.01102653701193853,1.1540146871555113,0.019552767396108846
72d20m10pt1706933s-28d49m08pt25149738s,72.33615852591643,-28.81895874927227,macs0449m28,0.1960848931454635,0.01619939234516363,0.031210343318868062,3.347436034039507,0.058101871988739805
72d19m49pt17085008s-28d48m56pt85026178s,72.33032523613272,-28.81579173938281,macs0449m28,-0.012201079402810847,-0.0003509126405311133,-0.00047029393679650554,-0.03209141802154839,-0.0009826652742832463
72d20m20pt67173166s-28d48m43pt05177671s,72.33907548101662,-28.811958826863776,macs0449m28,0.016372701764046697,0.0006371375305252151,0.0011837716691001877,0.1368461534461112,0.0017561737341844643
73d49m33pt22917319s6d57m52pt30004305s,73.82589699255209,6.96452778973635,macs0455p06,0.12670430042604608,0.00845822907236166,0.015923140494913984,1.4484562407086357,0.026105190430134935
82d26m16pt12654003s-31d44m51pt16420157s,82.4378129277858,-31.7475456115466,macs0529m31,0.03467712045183896,0.001382606805621558,0.002294762928829742,0.17510953598395998,0.002948387917372428
82d26m49pt05349642s-31d44m54pt96351295s,82.44695930456052,-31.748600975820526,macs0529m31,0.35306754837450527,0.018096399074034163,0.03222700841254648,2.9743571179031,0.05082276919744324
82d26m49pt75914006s-31d44m55pt76347245s,82.44715531668409,-31.74882318679089,macs0529m31,0.33292199974197073,0.01728228620540867,0.030801860481736443,2.8664276170231076,0.04877603280030375
82d26m13pt77483403s-31d44m43pt96416086s,82.43715967611888,-31.745545600239403,macs0529m31,0.19115121979079028,0.00727447966873956,0.012111050378330344,1.0305010680122983,0.017053209508306223
