Cardamone,,Brunker,,Ding,,eBOSS,
X,Y,X,Y,X,Y,X,Y
,,,,,,257.0806100217869,-0.01398601398601329
,,,,,,274.5098039215691,0.06993006993007
,,,,,,274.5098039215691,0.16783216783216748
,,,,,,291.9389978213512,0.40559440559440585
,,,,,,204.79302832244048,0.685314685314685
,,,,,,135.07625272331188,0.5594405594405591
,,,,,,117.64705882352973,0.5594405594405591
,,,,,,139.4335511982572,0.7412587412587417
,,,,,,143.79084967320296,0.7692307692307692
,,,,,,126.36165577342081,0.8391608391608392
,,,,,,117.64705882352973,0.8111888111888108
,,,,,,213.50762527233155,1.0209790209790217
,,,,,,178.64923747276725,0.9790209790209792
,,,,,,174.29193899782194,1.0909090909090908
,,,,,,183.00653594771302,1.0909090909090908
,,,,,,222.22222222222217,1.2867132867132867
,,,,,,204.79302832244048,1.3286713286713283
,,,,,,187.36383442265833,1.4265734265734267
,,,,,,174.29193899782194,1.4265734265734267
,,,,,,161.22004357298465,1.2027972027972025
,,,,,,161.22004357298465,1.6083916083916092
,,,,,,174.29193899782194,1.8601398601398609
,,,,,,178.64923747276725,2.0559440559440576
,,,,,,130.71895424836657,1.8881118881118892
,,,,,,108.93246187363866,1.9300699300699309
,,,,,,100.21786492374804,2.083916083916084
,,,,,,78.43137254901967,2.0979020979020975
,,,,,,108.93246187363866,2.1118881118881125
,,,,,,87.14596949891074,2.433566433566434
,,,,,,291.9389978213512,1.4685314685314692
,,,,,,265.795206971678,1.5944055944055942
,,,,,,331.15468409586083,1.7902097902097909
,,,,,,357.29847494553405,1.8741258741258742
,,,,,,318.08278867102445,1.9860139860139858
,,,,,,352.94117647058874,1.5244755244755241
,,,,,,357.29847494553405,1.4265734265734267
,,,,,,357.29847494553405,1.2867132867132867
,,,,,,348.583877995643,1.0069930069930066
,,,,,,331.15468409586083,0.9790209790209792
,,,,,,309.36819172113337,0.7692307692307692
,,,,,,278.86710239651484,1.0629370629370634
,,,,,,435.7298474945537,1.6083916083916092
,,,,,,466.23093681917226,1.7202797202797209
,,,,,,479.3028322440091,1.6923076923076925
,,,,,,483.6601307189544,1.6783216783216792
,,,,,,505.4466230936823,1.7762237762237776
,,,,,,623.0936819172116,1.4125874125874125
,,,,,,671.0239651416127,1.454545454545455
